1	tatanggapin	tanggap	VB	COOF	_|in|_|ta	0	_
6	iika-ika	ika	JJ	JCJD	ika|_|_|_	4	_
7	,	,	PM	PMC	_|_|_|_	8	_
8	aling	aling	PR	QISG	_|_|_|_	1	_
9	sapatos	sapatos	NN	CP	_|_|_|_	8	_
10	ang	ang	DT	CD	_|_|_|_	11	_
11	nakasasakit	sakit	JJ	JCJD	naka|_|_|sa	9	_
12	sa	sa	CC	CCT	_|_|_|_	13	_
13	paa	paa	NN	CP	_|_|_|_	11	_
14	ng	ng	CC	CCB	_|_|_|_	13	_
15	maysuot	suot	NN	CP	may|_|_|_	14	_
16	.	.	PM	PMP	_|_|_|_	15	_

1	kung	kung	RB	RK	_|_|_|_	2	_
2	sino	sino	RB	RW	_|_|_|_	0	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	nanliligaw	ligaw	VB	IMAF	nan|_|_|li	2	_
5	sa	sa	CC	CCT	_|_|_|_	6	_
6	dalagang	dalaga	NN	CP	_|_|ng|_	4	_
7	iyan	iyan	PR	DM	_|_|_|_	6	_
8	at	at	CC	CCA	_|_|_|_	2	_
9	kung	kung	RB	RK	_|_|_|_	8	_
10	kanino	kanino	RB	RQ	_|_|_|_	9	_
11	siya	siya	PR	PRSG	_|_|_|_	12	_
12	umiibig	ibig	VB	IMAF	um|_|_|i	10	_
13	.	.	PM	PMP	_|_|_|_	12	_

1	batid	batid	VB	INAF	_|_|_|_	0	_
2	ko	ko	PR	PRSG	_|_|_|_	1	_
3	rin	rin	RB	RI	_|_|_|_	1	_
4	kung	kung	RB	RK	_|_|_|_	1	_
5	sino	sino	RB	RQ	_|_|_|_	4	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	ama	ama	NN	CP	_|_|_|_	5	_
8	ng	ng	CC	CCB	_|_|_|_	7	_
9	batang	bata	JJ	JCJD	_|_|ng|_	10	_
10	lalaking	laki	NN	CP	_|_|ng|la	8	_
11	iyan	iyan	PR	DM	_|_|_|_	10	_
12	mula	mula	RB	RL	_|_|_|_	1	_
13	sa	sa	RB	RL	_|_|_|_	14	_
14	ikinumpisal	kumpisal	VB	PFOF	i|in|_|_	12	_
15	sa	sa	CC	CCT	_|_|_|_	16	_
16	akin	akin	PR	POSG	_|_|_|_	14	_
17	ng	ng	CC	CCB	_|_|_|_	19	_
18	mga	mga	DT	CDPL	_|_|_|_	19	_
19	tao	tao	NN	CP	_|_|_|_	14	_
20	.	.	PM	PMP	_|_|_|_	19	_

1	itanong	tanong	VB	INOF	i|_|_|_	0	_
2	mo	mo	PR	PRSG	_|_|_|_	1	_
3	kay	kay	DT	PDSG	_|_|_|_	4	_
4	santiago	santiago	NN	NNP	_|_|_|_	1	_
5	kung	kung	RB	RK	_|_|_|_	1	_
6	nagsisinungaling	sinungaling	VB	IMAF	nag|_|_|si	5	_
7	ako	ako	PR	PRSG	_|_|_|_	6	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	ang	ang	DT	CD	_|_|_|_	2	_
2	indiyo	indiyo	NN	NNP	_|_|_|_	3	_
3	ay	ay	LM	LM	_|_|_|_	0	_
4	talagang	talaga	RB	RT	_|_|ng|_	5	_
5	indiyo	indiyo	NN	NNP	_|_|_|_	3	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	nang	nang	RB	RW	_|_|_|_	7	_
2	umalis	alis	VB	INAF	um|_|_|_	1	_
3	ako	ako	PR	PRSG	_|_|_|_	2	_
4	sa	sa	CC	CCT	_|_|_|_	5	_
5	san	san	NN	NNP	_|_|_|_	3	_
6	diego	diego	NN	NNP	_|_|_|_	5	_
7	ay	ay	LM	LM	_|_|_|_	0	_
8	halos	halos	RB	RD	_|_|_|_	9	_
9	uugud-ugod	ugud-ugod	RB	RD	_|_|_|u	7	_
10	na	na	RB	RD	_|_|_|_	9	_
11	at	at	CC	CCA	_|_|_|_	9	_
12	ilang	ilang	PR	QISG	_|_|_|_	14	_
13	tercero	tercero	NN	CP	_|_|_|_	14	_
14	hermano	hermano	NN	CP	_|_|_|_	16	_
15	ang	ang	DT	CD	_|_|_|_	16	_
16	naghatid	hatid	VB	PFAF	nag|_|_|_	11	_
17	sa	sa	CC	CCT	_|_|_|_	18	_
18	akin	akin	PR	POSG	_|_|_|_	16	_
19	.	.	PM	PMP	_|_|_|_	18	_

1	biruin	biruin	VB	INOF	_|_|_|_	7	_
2	mo	mo	PR	PRSG	_|_|_|_	1	_
3	iyon	iyon	PR	DM	_|_|_|_	1	_
4	,	,	PM	PMC	_|_|_|_	5	_
5	dalawampung	dalawampu	CD	CDB	_|_|ng|_	6	_
6	taong	taon	NN	CP	_|_|g|_	7	_
7	pamamalagi	pamamalagi	NN	CP	_|_|_|_	0	_
8	sa	sa	CC	CCT	_|_|_|_	10	_
9	isang	isa	PR	PRI	_|_|ng|_	10	_
10	lugar	lugar	NN	CP	_|_|_|_	7	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	sa	sa	CC	CCT	_|_|_|_	6	_
2	sinabing	sabi	VB	PFOF	_|in|ng|_	1	_
3	iyon	iyon	PR	DM	_|_|_|_	2	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	binata	binata	NN	CP	_|_|_|_	2	_
6	ay	ay	LM	LM	_|_|_|_	0	_
7	kamuntik	muntik	RB	RD	ka|_|_|_	9	_
8	nang	nang	RB	RD	_|_|_|_	7	_
9	mabitiwan	bitiw	RB	RD	ma|_|an|_	6	_
10	ni	ni	DT	PDSG	_|_|_|_	11	_
11	padre	padre	NN	NNP	_|_|_|_	9	_
12	damaso	damaso	NN	NNP	_|_|_|_	11	_
13	ang	ang	DT	CD	_|_|_|_	14	_
14	kopita	kopita	NN	CP	_|_|_|_	9	_
15	.	.	PM	PMP	_|_|_|_	14	_

1	tumitig	titig	VB	IMAF	_|um|_|_	0	_
2	siya	siya	PR	PRSG	_|_|_|_	1	_
3	sa	sa	CC	CCT	_|_|_|_	4	_
4	kaharap	harap	NN	CP	ka|_|_|_	2	_
5	.	.	PM	PMP	_|_|_|_	4	_

1	hindi	hindi	RB	RF	_|_|_|_	4	_
2	mo	mo	PR	PRSG	_|_|_|_	4	_
3	ba	ba	RB	RI	_|_|_|_	4	_
4	nakikita	kita	VB	PFAF	naki|_|_|_	0	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	katotohanang	katotohanan	NN	CP	_|_|g|_	4	_
7	isang	isa	PR	PRI	_|_|ng|_	8	_
8	kabaliwan	baliw	NN	CP	ka|_|an|_	6	_
9	ang	ang	DT	CD	_|_|_|_	10	_
10	pagbabagong	bagong	NN	CP	pag|_|_|ba	8	_
11	nais	nais	VB	AS	_|_|_|_	10	_
12	ipatupad	tupad	VB	INOF	ipa|_|_|_	11	_
13	ng	ng	CC	CCB	_|_|_|_	14	_
14	madrid	madrid	NN	NNP	_|_|_|_	12	_
15	?	?	PM	PMQ	_|_|_|_	14	_

1	kumunot	kunot	VB	INAF	_|um|_|_	0	_
2	naman	naman	RB	RI	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	noo	noo	NN	CP	_|_|_|_	1	_
5	ng	ng	CC	CCB	_|_|_|_	4	_
6	katabi	tabi	NN	CP	ka|_|_|_	5	_
7	niyang	niya	PR	PRSG	_|_|ng|_	6	_
8	si	si	DT	PDSG	_|_|_|_	9	_
9	tinyente	tinyente	NN	NNP	_|_|_|_	10	_
10	guevarra	guevarra	NN	NNP	_|_|_|_	6	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	hindi	hindi	RB	RF	_|_|_|_	2	_
2	malaman	laman	VB	INOF	ma|_|_|_	0	_
3	ng	ng	CC	CCB	_|_|_|_	4	_
4	binata	binata	NN	CP	_|_|_|_	2	_
5	kung	kung	RB	RK	_|_|_|_	2	_
6	sasang-ayon	ayon	VB	COAF	sang|_|_|_	5	_
7	o	o	CC	CCT	_|_|_|_	8	_
8	hindi	hindi	RB	RF	_|_|_|_	6	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	si	si	DT	PDSG	_|_|_|_	3	_
2	padre	padre	NN	NNP	_|_|_|_	3	_
3	sibyla	sibyla	NN	NNP	_|_|_|_	4	_
4	ay	ay	LM	LM	_|_|_|_	0	_
5	lumayo	layo	VB	INAF	_|um|_|_	4	_
6	sa	sa	CC	CCT	_|_|_|_	7	_
7	nag-uusap	usap	VB	IMAF	nag|_|_|u	5	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	itanong	tanong	VB	INOF	i|_|_|_	0	_
2	ninyo	ninyo	PR	PRPL	_|_|_|_	1	_
3	kay	kay	DT	PDSG	_|_|_|_	5	_
4	ginoong	ginoo	NN	NNP	_|_|ng|_	5	_
5	laruja	laruja	NN	NNP	_|_|_|_	1	_
6	at	at	CC	CCA	_|_|_|_	1	_
7	alamin	alam	VB	INOF	_|in|_|_	6	_
8	kung	kung	RB	RK	_|_|_|_	7	_
9	may	may	VB	VH	_|_|_|_	8	_
10	hihigit	higit	JJ	JCCC	_|_|_|hi	12	_
11	pang	pang	RB	RI	_|_|_|_	10	_
12	tamad	tamad	JJ	JCJD	_|_|_|_	9	_
13	sa	sa	CC	CCT	_|_|_|_	15	_
14	mga	mga	DT	CDPL	_|_|_|_	15	_
15	indiyo	indiyo	NN	NNP	_|_|_|_	9	_
16	.	.	PM	PMP	_|_|_|_	15	_

1	bukod	bukod	CC	CCT	_|_|_|_	7	_
2	sa	sa	CC	CCT	_|_|_|_	3	_
3	puno	puno	JJ	JCJD	_|_|_|_	1	_
4	pa	pa	RB	RI	_|_|_|_	3	_
5	ng	ng	CC	CCB	_|_|_|_	6	_
6	bisyo	bisyo	NN	CP	_|_|_|_	3	_
7	ay	ay	LM	LM	_|_|_|_	0	_
8	wala	wala	RB	RF	_|_|_|_	7	_
9	pang	pang	RB	RI	_|_|_|_	8	_
10	utang	utang	NN	CP	_|_|_|_	8	_
11	na	na	CC	CCP	_|_|_|_	10	_
12	loob	loob	NN	CP	_|_|_|_	11	_
13	!	!	PM	PME	_|_|_|_	12	_

1	hindi	hindi	RB	RF	_|_|_|_	2	_
2	itinuturing	turing	VB	IMOF	i|in|_|tu	0	_
3	ni	ni	DT	PDSG	_|_|_|_	4	_
4	santiago	santiago	NN	NNP	_|_|_|_	2	_
5	na	na	CC	CCP	_|_|_|_	4	_
6	siya	siya	PR	PRSG	_|_|_|_	7	_
7	ay	ay	LM	LM	_|_|_|_	5	_
8	isang	isa	PR	PRI	_|_|ng|_	9	_
9	katutubo	katutubo	NN	CP	_|_|_|_	7	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	ang	ang	DT	CD	_|_|_|_	4	_
2	mga	mga	DT	CDPL	_|_|_|_	4	_
3	bagong	bagong	JJ	JCJD	_|_|_|_	4	_
4	salta	salta	NN	CP	_|_|_|_	0	_
5	lamang	lamang	RB	RI	_|_|_|_	3	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	sira	sira	JJ	JCJD	_|_|_|_	5	_
8	ang	ang	DT	CD	_|_|_|_	7	_
9	isip	isip	NN	CP	_|_|_|_	8	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	kailangang	kailangan	VB	AS	_|_|g|_	2	_
2	kumain	kain	VB	INAF	_|um|_|_	0	_
3	ka	ka	PR	PRSG	_|_|_|_	2	_
4	rin	rin	RB	RI	_|_|_|_	2	_
5	ng	ng	CC	CCB	_|_|_|_	7	_
6	kanilang	kanila	PR	POPL	_|_|ng|_	7	_
7	tinola	tinola	NN	CP	_|_|_|_	2	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	at	at	CC	CCA	_|_|_|_	2	_
2	makalipas	lipas	VB	INAF	maka|_|_|_	0	_
3	lamang	lamang	RB	RI	_|_|_|_	2	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	ilang	ilang	PR	QISG	_|_|_|_	6	_
6	buwang	buwan	NN	CP	_|_|g|_	10	_
7	pamamalagi	malagi	JJ	JCJD	pa|_|_|ma	6	_
8	mo	mo	PR	PRSG	_|_|_|_	7	_
9	rito	rito	PR	LO	_|_|_|_	7	_
10	ay	ay	LM	LM	_|_|_|_	2	_
11	tiyak	tiyak	RB	RT	_|_|_|_	10	_
12	na	na	CC	CCP	_|_|_|_	11	_
13	mag-iiba	iba	VB	INAF	mag|_|_|i	12	_
14	ang	ang	DT	CD	_|_|_|_	15	_
15	pagtingin	tingin	NN	CP	pag|_|_|_	13	_
16	mo	mo	PR	PRSG	_|_|_|_	15	_
17	sa	sa	CC	CCT	_|_|_|_	18	_
18	kanila	kanila	PR	POPL	_|_|_|_	15	_
19	.	.	PM	PMP	_|_|_|_	18	_

1	tulad	tulad	JJ	JCCC	_|_|_|_	3	_
2	ng	ng	JJ	JCCC	_|_|_|_	3	_
3	lotus	lotus	NN	CP	_|_|_|_	0	_
4	na	na	CC	CCP	_|_|_|_	3	_
5	nakakapagpalimot	limot	JJ	JCJD	nakapagpa|_|_|ka	4	_
6	sa	sa	CC	CCT	_|_|_|_	7	_
7	tao	tao	NN	CP	_|_|_|_	5	_
8	?	?	PM	PMQ	_|_|_|_	7	_

1	ginisang	gisa	JJ	JCJD	_|in|ng|_	2	_
2	manok	manok	NN	CP	_|_|_|_	0	_
3	lamang	lamang	RB	RI	_|_|_|_	2	_
4	ito	ito	PR	DM	_|_|_|_	2	_
5	na	na	CC	CCP	_|_|_|_	2	_
6	may	may	VB	VH	_|_|_|_	5	_
7	sahog	sahog	NN	CP	_|_|_|_	6	_
8	na	na	CC	CCP	_|_|_|_	9	_
9	upo	upo	NN	CP	_|_|_|_	7	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	sandali	sandali	RB	RQ	_|_|_|_	3	_
2	,	,	PM	PMC	_|_|_|_	3	_
3	ilang	ilang	PR	QISG	_|_|_|_	0	_
4	taon	taon	NN	CP	_|_|_|_	3	_
5	ka	ka	PR	PRSG	_|_|_|_	8	_
6	na	na	CC	CCP	_|_|_|_	8	_
7	bang	bang	RB	RI	_|_|_|_	8	_
8	naninirahan	tira	VB	PFOF	na|_|han|ni	3	_
9	dito	dito	PR	LO	_|_|_|_	8	_
10	?	?	PM	PMQ	_|_|_|_	9	_

1	nagpunta	punta	VB	PFAF	nag|_|_|_	0	_
2	ako	ako	PR	PRSG	_|_|_|_	1	_
3	rito	rito	PR	LO	_|_|_|_	1	_
4	para	para	CC	CCT	_|_|_|_	1	_
5	makilala	kilala	VB	INOF	ma|_|_|la	4	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	pilipinas	pilipinas	NN	NNP	_|_|_|_	5	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	nagsadya	sadya	VB	PFAF	nag|_|_|_	0	_
2	kayo	kayo	PR	PRPL	_|_|_|_	1	_
3	rito	rito	PR	LO	_|_|_|_	1	_
4	para	para	CC	CCT	_|_|_|_	1	_
5	lamang	lamang	RB	RI	_|_|_|_	4	_
6	makilala	kilala	VB	INOF	ma|_|_|la	4	_
7	ang	ang	DT	CD	_|_|_|_	8	_
8	pilipinas	pilipinas	NN	NNP	_|_|_|_	6	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	pinagkagastahan	gasta	VB	INRF	pagka|in|han|_	0	_
2	ninyo	ninyo	PR	PRPL	_|_|_|_	1	_
3	sa	sa	CC	CCT	_|_|_|_	7	_
4	isang	isa	JJ	JN	_|_|ng|_	7	_
5	maliit	liit	JJ	JCJD	ma|_|_|_	7	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	dahilan	dahilan	NN	CP	_|_|_|_	1	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	marami	marami	JJ	JN	_|_|_|_	4	_
2	namang	naman	RB	RI	_|_|g|_	1	_
3	mga	mga	DT	CDPL	_|_|_|_	4	_
4	aklat	aklat	NN	CP	_|_|_|_	0	_
5	ang	ang	DT	CD	_|_|_|_	4	_
6	maaari	ari	RB	RT	ma|_|_|a	8	_
7	ninyong	ninyo	PR	PRPL	_|_|ng|_	8	_
8	basahin	basa	VB	INOF	_|_|hin|_	5	_
9	na	na	CC	CCP	_|_|_|_	8	_
10	isinulat	sulat	VB	PFOF	i|in|_|_	9	_
11	ng	ng	CC	CCB	_|_|_|_	12	_
12	may	may	VB	VH	_|_|_|_	13	_
13	makikitid	kitid	JJ	JCJD	maki|_|_|_	10	_
14	na	na	CC	CCP	_|_|_|_	15	_
15	isip	isip	NN	CP	_|_|_|_	13	_
16	.	.	PM	PMP	_|_|_|_	15	_

1	hindi	hindi	RB	RF	_|_|_|_	4	_
2	ba	ba	PR	PRSG	_|_|_|_	1	_
3	kayo	kayo	PR	PRPL	_|_|_|_	4	_
4	naging	naging	VB	INOF	_|_|_|_	0	_
5	masaya	saya	JJ	JCJD	ma|_|_|_	4	_
6	roon	roon	PR	LO	_|_|_|_	4	_
7	?	?	PM	PMQ	_|_|_|_	6	_

1	napatingin	tingin	JJ	JCJD	napa|_|_|_	0	_
2	si	si	DT	PDSG	_|_|_|_	4	_
3	padre	padre	NN	CP	_|_|_|_	4	_
4	damaso	damaso	NN	NNP	_|_|_|_	1	_
5	sa	sa	CC	CCT	_|_|_|_	6	_
6	paring	pari	NN	CP	_|_|ng|_	7	_
7	nagtanong	tanong	VB	PFAF	nag|_|_|_	1	_
8	at	at	CC	CCA	_|_|_|_	7	_
9	siya	siya	PR	PRSG	_|_|_|_	10	_
10	'y	'y	LM	LM	_|_|_|_	8	_
11	napalunok	lunok	JJ	JCJD	napa|_|_|_	10	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	sa	sa	CC	CCT	_|_|_|_	3	_
2	katotohana	katotohana	NN	CP	_|_|_|_	1	_
3	'y	'y	LM	LM	_|_|_|_	0	_
4	malubha	lubha	JJ	JCJD	ma|_|_|_	3	_
5	na	na	RB	RI	_|_|_|_	4	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	kasamaan	kasama	NN	CP	_|_|an|_	4	_
8	ng	ng	CC	CCB	_|_|_|_	10	_
9	mga	mga	DT	CDPL	_|_|_|_	10	_
10	tao	tao	NN	CP	_|_|_|_	4	_
11	rito	rito	PR	LO	_|_|_|_	4	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	itinaas	taas	VB	PFOF	i|in|_|_	0	_
2	ng	ng	CC	CCB	_|_|_|_	4	_
3	nakasalaming	salamin	JJ	JCJD	naka|_|g|_	4	_
4	dominiko	dominiko	NN	NNP	_|_|_|_	1	_
5	ang	ang	DT	CD	_|_|_|_	7	_
6	kanyang	kanya	PR	POSG	_|_|ng|_	7	_
7	ulo	ulo	NN	CP	_|_|_|_	1	_
8	at	at	CC	CCA	_|_|_|_	1	_
9	sinipat	sipat	VB	PFOF	_|in|_|_	8	_
10	ang	ang	DT	CD	_|_|_|_	11	_
11	pransiskano	pransiskano	NN	NNP	_|_|_|_	9	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	binulungan	bulong	VB	PFOF	_|in|_|an	0	_
2	ni	ni	DT	PDSG	_|_|_|_	4	_
3	ginoong	ginoo	NN	NNP	_|_|ng|_	4	_
4	laruja	laruja	NN	NNP	_|_|_|_	1	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	lalaking	laki	NN	CP	_|_|ng|la	1	_
7	may	may	VB	VH	_|_|_|_	6	_
8	mamula-mulang	mamula-mulang	JJ	JCJD	_|_|_|_	9	_
9	buhok	buhok	NN	CP	_|_|_|_	7	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	tinawag	tawag	VB	PFOF	_|in|_|_	0	_
2	mo	mo	PR	PRSG	_|_|_|_	1	_
3	sana	sana	VB	INAF	_|_|_|_	1	_
4	siyang	siya	PR	PRSG	_|_|ng|_	1	_
5	reberendo	reberendo	NN	NNP	_|_|_|_	1	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	maging	maging	JJ	JCJD	_|_|_|_	3	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	hari	hari	NN	CP	_|_|_|_	5	_
4	mismo	mismo	RB	RT	_|_|_|_	3	_
5	ay	ay	LM	LM	_|_|_|_	0	_
6	hindi	hindi	RB	RF	_|_|_|_	8	_
7	dapat	dapat	VB	AS	_|_|_|_	6	_
8	makialam	alam	VB	INOF	maki|_|_|_	5	_
9	at	at	CC	CCA	_|_|_|_	8	_
10	magparusa	parusa	VB	INAF	mag|_|_|_	9	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	ang	ang	DT	CD	_|_|_|_	2	_
2	korporasyon	korporasyon	NN	CP	_|_|_|_	3	_
3	ay	ay	LM	LM	_|_|_|_	0	_
4	malakas	lakas	JJ	JCJD	ma|_|_|_	3	_
5	lalo	lalo	JJ	JCCM	_|_|_|_	4	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	nang	nang	RB	RW	_|_|_|_	6	_
8	panahong	panahon	RB	RW	_|_|g|_	7	_
9	ang	ang	DT	CD	_|_|_|_	10	_
10	pananampalataya	pananampalataya	NN	CP	_|_|_|_	11	_
11	ay	ay	LM	LM	_|_|_|_	8	_
12	ubod	ubod	JJ	JCCS	_|_|_|_	14	_
13	ng	ng	CC	CCB	_|_|_|_	12	_
14	lakas	lakas	NN	CP	_|_|_|_	11	_
15	.	.	PM	PMP	_|_|_|_	14	_

1	hindi	hindi	RB	RF	_|_|_|_	3	_
2	ako	ako	PR	PRSG	_|_|_|_	3	_
3	papayag	payag	VB	INOF	_|_|_|pa	0	_
4	na	na	CC	CCP	_|_|_|_	3	_
5	hamakin	hamak	VB	INOF	_|in|_|_	4	_
6	ninyo	ninyo	PR	PRPL	_|_|_|_	5	_
7	ang	ang	DT	CD	_|_|_|_	9	_
8	kanyang	kanya	PR	POSG	_|_|ng|_	9	_
9	pangalan	pangalan	NN	CP	_|_|_|_	5	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	magsumbong	sumbong	VB	INAF	mag|_|_|_	0	_
2	ka	ka	PR	PRSG	_|_|_|_	1	_
3	ngayon	ngayon	RB	RW	_|_|_|_	1	_
4	din	din	RB	RI	_|_|_|_	3	_
5	!	!	PM	PME	_|_|_|_	4	_

1	lumabas	labas	RB	RD	_|um|_|_	0	_
2	na	na	RB	RD	_|_|_|_	1	_
3	kakatwa	katwa	RB	RD	_|_|_|ka	2	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	pagkakagalit	galit	NN	CP	pagka|_|_|ka	3	_
6	ng	ng	CC	CCB	_|_|_|_	7	_
7	dalawa	dalawa	CD	CDB	_|_|_|_	5	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	pumasok	pasok	VB	INAF	_|um|_|_	0	_
2	si	si	DT	PDSG	_|_|_|_	4	_
3	padre	padre	NN	NNP	_|_|_|_	4	_
4	sibyla	sibyla	NN	NNP	_|_|_|_	1	_
5	at	at	CC	CCA	_|_|_|_	1	_
6	nagsalita	salita	VB	PFAF	nag|_|_|_	5	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	kailangang	kailangan	VB	AS	_|_|g|_	2	_
2	igalang	galang	VB	INOF	i|_|_|_	0	_
3	natin	natin	PR	PRPL	_|_|_|_	2	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	pagpapahayag	hayag	NN	CP	gpapa|_|_|pa	2	_
6	ni	ni	DT	PDSG	_|_|_|_	8	_
7	padre	padre	NN	NNP	_|_|_|_	8	_
8	damaso	damaso	NN	NNP	_|_|_|_	5	_
9	bilang	bilang	CC	CCT	_|_|_|_	5	_
10	isang	isa	PR	PRI	_|_|ng|_	11	_
11	tao	tao	NN	CP	_|_|_|_	9	_
12	at	at	CC	CCA	_|_|_|_	9	_
13	bilang	bilang	CC	CCT	_|_|_|_	12	_
14	isang	isa	PR	PRI	_|_|ng|_	15	_
15	pari	pari	NN	CP	_|_|_|_	13	_
16	.	.	PM	PMP	_|_|_|_	15	_

1	hindi	hindi	RB	RF	_|_|_|_	3	_
2	dapat	dapat	VB	AS	_|_|_|_	3	_
3	makasakit	sakit	VB	INAF	maka|_|_|_	0	_
4	kaninuman	kanin	PR	PRI	_|um|an|_	3	_
5	ang	ang	DT	CD	_|_|_|_	8	_
6	kanyang	kanya	PR	POSG	_|_|ng|_	8	_
7	mga	mga	DT	CDPL	_|_|_|_	8	_
8	pahayag	pahayag	NN	CP	_|_|_|_	3	_
9	sapagkat	sapagkat	CC	CCR	_|_|_|_	3	_
10	iyon	iyon	PR	DM	_|_|_|_	11	_
11	ay	ay	LM	LM	_|_|_|_	9	_
12	naaayon	ayon	VB	IMAF	na|_|_|a	11	_
13	sa	sa	CC	CCT	_|_|_|_	14	_
14	katotohanan	katotohanan	NN	CP	_|_|_|_	12	_
15	.	.	PM	PMP	_|_|_|_	14	_

1	kilala	kilala	JJ	JCJD	_|_|_|_	0	_
2	ko	ko	PR	PRSG	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	namatay	namatay	VB	PFAF	_|_|_|_	1	_
5	sapagkat	sapagkat	CC	CCR	_|_|_|_	1	_
6	lagi	lagi	RB	RW	_|_|_|_	9	_
7	niya	niya	PR	PRSG	_|_|_|_	8	_
8	akong	akong	PR	PRSG	_|_|_|_	9	_
9	nagiging	naging	VB	IMAF	_|_|_|gi	5	_
10	panauhin	panauhin	NN	CP	_|_|_|_	9	_
11	tuwing	tuwing	RB	RW	_|_|_|_	10	_
12	may	may	VB	VH	_|_|_|_	11	_
13	pagtitipon	tipon	NN	CP	pag|_|_|ti	12	_
14	sa	sa	CC	CCT	_|_|_|_	16	_
15	kanilang	kanila	PR	POPL	_|_|ng|_	16	_
16	tahanan	tahanan	NN	CP	_|_|_|_	13	_
17	.	.	PM	PMP	_|_|_|_	16	_

1	ipinagtanong	tanong	VB	PFOF	ipag|in|_|_	0	_
2	niya	niya	PR	PRSG	_|_|_|_	1	_
3	kung	kung	RB	RK	_|_|_|_	1	_
4	sino	sino	RB	RQ	_|_|_|_	3	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	may-ari	may-ari	NN	CP	_|_|_|_	4	_
7	ng	ng	CC	CCB	_|_|_|_	6	_
8	gubat	gubat	NN	CP	_|_|_|_	7	_
9	na	na	CC	CCP	_|_|_|_	8	_
10	iyon	iyon	PR	DM	_|_|_|_	9	_
11	na	na	CC	CCP	_|_|_|_	8	_
12	may	may	VB	VH	_|_|_|_	11	_
13	bukal	bukal	NN	CP	_|_|_|_	12	_
14	ng	ng	CC	CCB	_|_|_|_	13	_
15	mainit	init	JJ	JCJD	ma|_|_|_	17	_
16	na	na	CC	CCP	_|_|_|_	15	_
17	tubig	tubig	NN	CP	_|_|_|_	14	_
18	.	.	PM	PMP	_|_|_|_	17	_

1	marami	marami	JJ	JN	_|_|_|_	3	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	nagpakilala	kilala	VB	PFAF	nagpa|_|_|_	0	_
4	at	at	CC	CCA	_|_|_|_	3	_
5	nagpanggap	panggap	VB	PFAF	nag|_|_|_	4	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	may-ari	may-ari	NN	CP	_|_|_|_	5	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	inakala	akala	VB	PFOF	in|_|_|_	0	_
2	ng	ng	CC	CCB	_|_|_|_	4	_
3	mga	mga	DT	CDPL	_|_|_|_	4	_
4	tao	tao	NN	CP	_|_|_|_	1	_
5	na	na	CC	CCP	_|_|_|_	1	_
6	naengkanto	engkanto	VB	PFAF	na|_|_|_	5	_
7	ito	ito	PR	DM	_|_|_|_	6	_
8	-	-	--		_|_|_|_	9	_
9	hanggang	hanggang	RB	RW	_|_|_|_	1	_
10	may	may	VB	VH	_|_|_|_	11	_
11	matuklasan	tuklas	VB	INOF	ma|_|an|_	9	_
12	na	na	CC	CCP	_|_|_|_	11	_
